# Time [MJD], Angular separation [deg]
5.945816531045360898e+04,3.256987762451171875e+01
5.945857913827901211e+04,3.301088714599609375e+01
5.945899296610441525e+04,3.334673309326171875e+01
5.945940679392981110e+04,3.380263137817382812e+01
5.945982062175521423e+04,3.416580963134765625e+01
5.946023444958061737e+04,3.457024765014648438e+01
5.946064827740602050e+04,3.498364639282226562e+01
5.946106210523142363e+04,3.533403778076171875e+01
5.946147593305682676e+04,3.579248046875000000e+01
5.946188976088222989e+04,3.613686370849609375e+01
5.946230358870763303e+04,3.656460952758789062e+01
5.946271741653303616e+04,3.695273590087890625e+01
5.946313124435843929e+04,3.734871292114257812e+01
5.946354507218384242e+04,3.777397155761718750e+01
5.946395890000924555e+04,3.812071609497070312e+01
5.946437272783464869e+04,3.858119964599609375e+01
5.946478655566005182e+04,3.893392562866210938e+01
5.946520038348545495e+04,3.935867309570312500e+01
5.946561421131085081e+04,3.975618362426757812e+01
5.946602803913625394e+04,4.012335586547851562e+01
5.946644186696165707e+04,4.057647323608398438e+01
5.946685569478706020e+04,4.091396331787109375e+01
5.946726952261246333e+04,4.135849380493164062e+01
5.946768335043786647e+04,4.173374938964843750e+01
5.946809717826326960e+04,4.212327194213867188e+01
5.946851100608867273e+04,4.255220413208007812e+01
5.946892483391407586e+04,4.289647674560546875e+01
5.946933866173947899e+04,4.335741424560546875e+01
5.946975248956488213e+04,4.371281814575195312e+01
5.947016631739028526e+04,4.415435791015625000e+01
5.947058014521568839e+04,4.453828048706054688e+01
5.947099397304108425e+04,4.492371368408203125e+01
5.947140780086648738e+04,4.536065673828125000e+01
5.947182162869189051e+04,4.570053100585937500e+01
5.947223545651729364e+04,4.616120529174804688e+01
5.947264928434269677e+04,4.652285766601562500e+01
5.947306311216809991e+04,4.693247604370117188e+01
5.947347693999350304e+04,4.734394836425781250e+01
5.947389076781890617e+04,4.769943237304687500e+01
5.947430459564430930e+04,4.815947341918945312e+01
5.947471842346971243e+04,4.850448226928710938e+01
5.947513225129511557e+04,4.894491577148437500e+01
5.947554607912051870e+04,4.933136367797851562e+01
5.947595990694592183e+04,4.971477127075195312e+01
5.947637373477131769e+04,5.015818786621093750e+01
5.947678756259672082e+04,5.051000976562500000e+01
5.947720139042212395e+04,5.095918655395507812e+01
5.947761521824752708e+04,5.132406997680664062e+01
5.947802904607293021e+04,5.175412368774414062e+01
5.947844287389833335e+04,5.214944839477539062e+01
5.947885670172373648e+04,5.252151489257812500e+01
5.947927052954913961e+04,5.296684265136718750e+01
5.947968435737454274e+04,5.331470870971679688e+01
5.948009818519994587e+04,5.376816177368164062e+01
5.948051201302534901e+04,5.414257049560546875e+01
5.948092584085075214e+04,5.454485321044921875e+01
5.948133966867615527e+04,5.497217559814453125e+01
5.948175349650155840e+04,5.532403945922851562e+01
5.948216732432696153e+04,5.578930664062500000e+01
5.948258115215235739e+04,5.614417648315429688e+01
5.948299497997776052e+04,5.657390594482421875e+01
5.948340880780316365e+04,5.697264099121093750e+01
5.948382263562856679e+04,5.734501266479492188e+01
5.948423646345396992e+04,5.780111694335937500e+01
5.948465029127937305e+04,5.814247894287109375e+01
5.948506411910477618e+04,5.859296417236328125e+01
